,code1,code2,code3,code4
9926,U,Q,R,T
9927,O,P,V,
9928,J,X,,
9929,B,C,D,G
9930,C,D,G,
9931,A,C,D,G
9932,T,,,
9933,K,J,X,
9934,F,D,G,
9935,O,P,V,
9936,L,O,P,V
9937,L,O,P,V
9938,Q,R,T,
9939,F,D,G,
9940,X,,,
9941,K,J,X,
9942,T,,,
9943,H,I,J,X
9944,D,G,,
9945,A,C,D,G
9946,B,C,D,G
9947,B,C,D,G
9948,K,J,X,
9949,T,,,
9950,A,C,D,G
9951,J,X,,
9952,X,,,
9953,F,D,G,
9954,G,,,
9955,A,C,D,G
9956,H,I,J,X
9957,J,X,,
9958,J,X,,
9959,L,O,P,V
9960,L,O,P,V
9961,N,O,P,V
9962,O,P,V,
9963,S,R,T,
9964,G,,,
9965,N,O,P,V
9966,W,S,R,T
9967,F,D,G,
9968,K,J,X,
9969,J,X,,
9970,X,,,
9971,S,R,T,
9972,H,I,J,X
9973,Q,R,T,
9974,U,Q,R,T
9975,M,O,P,V
9976,Q,R,T,
9977,V,,,
9978,V,,,
9979,B,C,D,G
9980,X,,,
9981,G,,,
9982,U,Q,R,T
9983,A,C,D,G
9984,L,O,P,V
9985,S,R,T,
9986,Q,R,T,
9987,G,,,
9988,U,Q,R,T
9989,B,C,D,G
9990,O,P,V,
9991,I,J,X,
9992,J,X,,
9993,P,V,,
9994,R,T,,
9995,H,I,J,X
9996,M,O,P,V
9997,M,O,P,V
9998,I,J,X,
9999,M,O,P,V
