,code1,code2,code3,code4
9929,A,C,D,G
9930,E,F,D,G
9931,W,S,R,T
9932,W,S,R,T
9933,S,R,T,
9934,R,T,,
9935,I,J,X,
9936,O,P,V,
9937,S,R,T,
9938,O,P,V,
9939,W,S,R,T
9940,F,D,G,
9941,K,J,X,
9942,F,D,G,
9943,O,P,V,
9944,X,,,
9945,U,Q,R,T
9946,M,O,P,V
9947,X,,,
9948,G,,,
9949,J,X,,
9950,B,C,D,G
9951,X,,,
9952,U,Q,R,T
9953,W,S,R,T
9954,H,I,J,X
9955,J,X,,
9956,S,R,T,
9957,G,,,
9958,L,O,P,V
9959,X,,,
9960,K,J,X,
9961,W,S,R,T
9962,X,,,
9963,C,D,G,
9964,B,C,D,G
9965,J,X,,
9966,P,V,,
9967,I,J,X,
9968,A,C,D,G
9969,R,T,,
9970,J,X,,
9971,W,S,R,T
9972,R,T,,
9973,P,V,,
9974,O,P,V,
9975,L,O,P,V
9976,T,,,
9977,E,F,D,G
9978,T,,,
9979,V,,,
9980,W,S,R,T
9981,A,C,D,G
9982,I,J,X,
9983,A,C,D,G
9984,H,I,J,X
9985,P,V,,
9986,K,J,X,
9987,D,G,,
9988,R,T,,
9989,I,J,X,
9990,R,T,,
9991,J,X,,
9992,J,X,,
9993,M,O,P,V
9994,H,I,J,X
9995,P,V,,
9996,I,J,X,
9997,O,P,V,
9998,U,Q,R,T
9999,L,O,P,V
